Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
32129735,12/04/2015 01:17:33 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11237,241 IRVING AVENUE,IRVING AVENUE,GREENE AVENUE,BLEECKER STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/03/2016 01:17:33 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/04/2015 04:48:27 PM,04 BROOKLYN,3033010007,BROOKLYN,1007294,194483,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.700457673266534,-73.91689233684714,"(40.700457673266534, -73.91689233684714)"
32141676,12/05/2015 05:26:27 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11221,978 DEKALB AVENUE,DEKALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/04/2016 05:26:27 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:40:04 PM,03 BROOKLYN,3016020016,BROOKLYN,1001953,191803,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69311399508664,-73.9361615681593,"(40.69311399508664, -73.9361615681593)"
32142653,12/06/2015 09:04:07 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11213,876 EASTERN PARKWAY,EASTERN PARKWAY,ALBANY AVENUE,TROY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/05/2016 09:04:07 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:40:03 PM,09 BROOKLYN,3013940007,BROOKLYN,1001181,183096,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.669216774751696,-73.93896733728795,"(40.669216774751696, -73.93896733728795)"
32144684,12/06/2015 04:08:35 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11209,8602 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,86 STREET,88 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,01/05/2016 04:08:35 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,3060520021,BROOKLYN,977429,165282,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62033474884961,-74.02457024917048,"(40.62033474884961, -74.02457024917048)"
32145714,12/06/2015 09:32:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,01/05/2016 09:32:04 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,5073490057,STATEN ISLAND,922796,133233,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32147619,12/07/2015 09:43:21 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,3315 AMBOY ROAD,AMBOY ROAD,BUFFALO STREET,HOPKINS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,01/06/2016 09:43:21 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:40:06 PM,03 STATEN ISLAND,5045350001,STATEN ISLAND,946729,143410,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.560223733012386,-74.13503462670054,"(40.560223733012386, -74.13503462670054)"
32148908,12/07/2015 01:20:10 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11204,1718 66 STREET,66 STREET,17 AVENUE,18 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/06/2016 01:20:10 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/07/2015 03:40:06 PM,11 BROOKLYN,3055600020,BROOKLYN,986344,164983,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61951643433834,-73.99245719536817,"(40.61951643433834, -73.99245719536817)"
32152492,12/07/2015 03:31:24 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10471,6045 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,,,ADDRESS,BRONX,,N/A,Assigned,01/06/2016 03:31:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/08/2015 03:37:14 PM,08 BRONX,2059570409,BRONX,1010946,270620,UNKNOWN,Unspecified,BRONX,,,,,,,,40.909422278324655,-73.90341874363223,"(40.909422278324655, -73.90341874363223)"
32157372,12/08/2015 08:59:32 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10309,20 QUAIL LANE,QUAIL LANE,ENGLEWOOD AVENUE,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Open,01/07/2016 08:59:32 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 STATEN ISLAND,5073490057,STATEN ISLAND,922796,133233,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.532156321850884,-74.22107456165476,"(40.532156321850884, -74.22107456165476)"
32161141,12/08/2015 07:29:12 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11226,672 OCEAN AVENUE,OCEAN AVENUE,ALBEMARLE ROAD,REGENT PLACE,,,ADDRESS,BROOKLYN,,N/A,Open,01/07/2016 07:29:12 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,14 BROOKLYN,3051230019,BROOKLYN,995258,174805,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64646914853235,-73.96033202619999,"(40.64646914853235, -73.96033202619999)"
32165060,12/10/2015 09:01:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11207,32 COOPER STREET,COOPER STREET,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,01/09/2016 09:01:04 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/11/2015 03:44:38 PM,04 BROOKLYN,3034380023,BROOKLYN,1009000,188588,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.684272661477614,-73.91076134922123,"(40.684272661477614, -73.91076134922123)"
32179247,12/11/2015 06:45:24 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11234,,,,,EAST   51 STREET,AVENUE N,INTERSECTION,BROOKLYN,,N/A,Assigned,01/10/2016 06:45:24 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/11/2015 03:44:38 PM,18 BROOKLYN,,BROOKLYN,1004828,164808,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61901244591224,-73.9258764660489,"(40.61901244591224, -73.9258764660489)"
32181772,12/11/2015 02:49:03 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10303,251 UNION AVENUE,UNION AVENUE,CONTINENTAL PLACE,CONFEDERATION PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,01/10/2016 02:49:03 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/11/2015 03:44:39 PM,01 STATEN ISLAND,5012200021,STATEN ISLAND,940391,168875,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.630090830773064,-74.15800977288512,"(40.630090830773064, -74.15800977288512)"
32189513,12/12/2015 03:35:30 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,77 CHURCH AVENUE,CHURCH AVENUE,BEND,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,01/11/2016 03:35:30 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/14/2015 03:59:54 PM,02 STATEN ISLAND,5026250085,STATEN ISLAND,932805,155336,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59288833811268,-74.18523645380613,"(40.59288833811268, -74.18523645380613)"
32195050,12/13/2015 04:10:36 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11379,74-03 CALDWELL AVENUE,CALDWELL AVENUE,74 STREET,75 STREET,,,ADDRESS,MIDDLE VILLAGE,,N/A,Assigned,01/12/2016 04:10:36 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/14/2015 03:59:12 PM,05 QUEENS,4028210058,QUEENS,1015591,203298,ONLINE,Unspecified,QUEENS,,,,,,,,40.72462723287634,-73.8869283870986,"(40.72462723287634, -73.8869283870986)"
32200240,12/14/2015 04:26:08 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10305,254 EVERGREEN AVENUE,EVERGREEN AVENUE,LACONIA AVENUE,HURLBERT STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,01/13/2016 04:26:08 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/15/2015 04:59:46 PM,02 STATEN ISLAND,5033610111,STATEN ISLAND,960549,154257,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.590044311876305,-74.08533578844069,"(40.590044311876305, -74.08533578844069)"
32214478,12/16/2015 01:00:16 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Monkey,Residence,10026,123 WEST 115 STREET,WEST 115 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,01/15/2016 01:00:16 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 MANHATTAN,1018250020,MANHATTAN,997826,231353,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80167606607907,-73.95096401880369,"(40.80167606607907, -73.95096401880369)"
32241662,12/20/2015 03:42:17 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11379,74-03 CALDWELL AVENUE,CALDWELL AVENUE,74 STREET,75 STREET,,,ADDRESS,MIDDLE VILLAGE,,N/A,Open,01/19/2016 03:42:17 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,05 QUEENS,4028210058,QUEENS,1015591,203298,ONLINE,Unspecified,QUEENS,,,,,,,,40.72462723287634,-73.8869283870986,"(40.72462723287634, -73.8869283870986)"
32246426,12/21/2015 10:27:00 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Snake,Pet Shop,10012,632 BROADWAY,BROADWAY,EAST HOUSTON STREET,BLEECKER STREET,,,ADDRESS,NEW YORK,,N/A,Open,01/20/2016 10:27:00 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,02 MANHATTAN,1005220010,MANHATTAN,985321,203838,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72616485695925,-73.99613597339028,"(40.72616485695925, -73.99613597339028)"
32261410,12/23/2015 09:30:06 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10032,515 WEST 168 STREET,WEST 168 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,01/22/2016 09:30:06 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/28/2015 03:39:57 PM,12 MANHATTAN,1021250053,MANHATTAN,1001531,245371,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.84014503831177,-73.93754560817383,"(40.84014503831177, -73.93754560817383)"
32275778,12/26/2015 09:01:00 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11420,,,,,112 STREET,109 AVENUE,INTERSECTION,SOUTH OZONE PARK,,N/A,Assigned,01/25/2016 09:01:00 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/28/2015 03:39:56 PM,10 QUEENS,,QUEENS,1031942,187280,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68058862351885,-73.82805104585005,"(40.68058862351885, -73.82805104585005)"
32282119,12/28/2015 06:29:52 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11691,27-22 COLDSPRING ROAD,COLDSPRING ROAD,BAY 27 STREET,BAY PARK PLACE,,,ADDRESS,FAR ROCKAWAY,,N/A,Assigned,01/27/2016 06:29:52 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",12/28/2015 03:39:53 PM,14 QUEENS,4157210048,QUEENS,1049352,159939,ONLINE,Unspecified,QUEENS,,,,,,,,40.60543280598106,-73.76554504991256,"(40.60543280598106, -73.76554504991256)"
32297480,12/29/2015 10:37:01 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11226,92 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,01/28/2016 10:37:01 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,14 BROOKLYN,3050590020,BROOKLYN,994535,177403,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65360096296739,-73.96293343726657,"(40.65360096296739, -73.96293343726657)"
32318591,01/02/2016 02:09:21 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10469,1064 MACE AVENUE,MACE AVENUE,HONE AVENUE,LURTING AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,02/01/2016 02:09:21 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/04/2016 03:58:00 PM,11 BRONX,2044490180,BRONX,1023736,253730,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86301661318581,-73.85724650636573,"(40.86301661318581, -73.85724650636573)"
32326832,01/04/2016 11:15:37 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10460,1538 MINFORD PLACE,MINFORD PLACE,EAST 172 STREET,EAST 173 STREET,,,ADDRESS,BRONX,,N/A,Assigned,02/03/2016 11:15:37 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2016 03:37:43 PM,03 BRONX,2029770134,BRONX,1014628,243536,ONLINE,Unspecified,BRONX,,,,,,,,40.8350731578158,-73.89022075004603,"(40.8350731578158, -73.89022075004603)"
32329779,01/04/2016 10:29:20 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10306,783 NUGENT AVENUE,NUGENT AVENUE,HUNTER AVENUE,BEDFORD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,02/03/2016 10:29:20 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/04/2016 03:58:03 PM,02 STATEN ISLAND,5037310039,STATEN ISLAND,958109,148868,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.575245722670275,-74.09410019318854,"(40.575245722670275, -74.09410019318854)"
32333473,01/04/2016 10:16:26 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10458,,,,,EAST  193 STREET,BAINBRIDGE AVENUE,INTERSECTION,BRONX,,N/A,Assigned,02/03/2016 10:16:26 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/04/2016 03:57:42 PM,07 BRONX,,BRONX,1014001,254089,UNKNOWN,Unspecified,BRONX,,,,,,,,40.864040135005396,-73.892439757325,"(40.864040135005396, -73.892439757325)"
32348392,01/05/2016 08:56:46 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10314,193 LEWISTON STREET,LEWISTON STREET,BANGOR STREET,NOME AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,02/04/2016 08:56:46 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/05/2016 03:38:14 PM,02 STATEN ISLAND,5023900509,STATEN ISLAND,942055,152077,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.583991909589564,-74.15190998305036,"(40.583991909589564, -74.15190998305036)"
32352307,01/06/2016 10:50:26 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11420,111-16 109 AVENUE,109 AVENUE,111 STREET,112 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Assigned,02/05/2016 10:50:26 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/07/2016 04:00:13 PM,10 QUEENS,4115920009,QUEENS,1031833,187236,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68046844034159,-73.8284443446261,"(40.68046844034159, -73.8284443446261)"
32391165,01/11/2016 09:42:05 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10457,2074 ARTHUR AVENUE,ARTHUR AVENUE,EAST 179 STREET,EAST 180 STREET,,,ADDRESS,BRONX,,N/A,Assigned,02/10/2016 09:42:05 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/12/2016 03:36:31 PM,06 BRONX,2030690065,BRONX,1014151,248544,ONLINE,Unspecified,BRONX,,,,,,,,40.84882027257111,-73.89192218974176,"(40.84882027257111, -73.89192218974176)"
32406500,01/13/2016 09:43:20 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11427,86-60 RANGE STREET,RANGE STREET,HILLSIDE AVENUE,87 AVENUE,,,ADDRESS,QUEENS VILLAGE,,N/A,Assigned,02/12/2016 09:43:20 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/13/2016 03:49:57 PM,13 QUEENS,4079510061,QUEENS,1058057,206031,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73187623032046,-73.73369085412585,"(40.73187623032046, -73.73369085412585)"
32406729,01/13/2016 09:16:40 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11367,137-18 70 AVENUE,70 AVENUE,137 STREET,141 STREET,,,ADDRESS,FLUSHING,,N/A,Assigned,02/12/2016 09:16:40 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/14/2016 04:26:16 PM,08 QUEENS,4065960015,QUEENS,1032030,204555,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72800386790734,-73.82761119937712,"(40.72800386790734, -73.82761119937712)"
32424887,01/15/2016 04:01:09 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10028,,,,,LEXINGTON AVENUE,EAST   85 STREET,INTERSECTION,NEW YORK,,N/A,Assigned,02/14/2016 04:01:09 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/15/2016 04:25:18 PM,08 MANHATTAN,,MANHATTAN,996413,223023,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.778814516637816,-73.95608280319802,"(40.778814516637816, -73.95608280319802)"
32428082,01/16/2016 12:33:15 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10458,,,,,EAST  193 STREET,BAINBRIDGE AVENUE,INTERSECTION,BRONX,,N/A,Open,02/15/2016 12:33:15 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 BRONX,,BRONX,1014001,254089,UNKNOWN,Unspecified,BRONX,,,,,,,,40.864040135005396,-73.892439757325,"(40.864040135005396, -73.892439757325)"
32452713,01/19/2016 11:09:09 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11207,236 ELDERT STREET,ELDERT STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/18/2016 11:09:09 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/19/2016 04:03:57 PM,04 BROOKLYN,3034180001,BROOKLYN,1009605,191146,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69129206838462,-73.9085703349008,"(40.69129206838462, -73.9085703349008)"
32458634,01/20/2016 08:58:11 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11223,2421 WEST STREET,WEST STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/19/2016 08:58:11 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/20/2016 03:37:34 PM,15 BROOKLYN,3071960001,BROOKLYN,992555,154203,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5899238894449,-73.97009778715515,"(40.5899238894449, -73.97009778715515)"
32466648,01/20/2016 09:02:16 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11223,350 AVENUE X,AVENUE X,WEST STREET,EAST 1 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,02/19/2016 09:02:16 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/20/2016 03:37:33 PM,15 BROOKLYN,3071960001,BROOKLYN,992592,154436,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59056339305286,-73.96996428074482,"(40.59056339305286, -73.96996428074482)"
32475765,01/21/2016 02:13:57 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10308,6 REDWOOD AVENUE,REDWOOD AVENUE,CORBIN AVENUE,EVERGREEN STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,02/20/2016 02:13:57 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",01/21/2016 04:38:43 PM,03 STATEN ISLAND,,STATEN ISLAND,944330,142618,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.55803937303999,-74.14366371726787,"(40.55803937303999, -74.14366371726787)"
32560440,01/29/2016 02:48:04 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10308,3861 AMBOY ROAD,AMBOY ROAD,MIDLAND ROAD,ADRIENNE PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,02/28/2016 02:48:04 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",02/01/2016 03:47:44 PM,03 STATEN ISLAND,5046330288,STATEN ISLAND,943405,140246,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.551524483777705,-74.14697826932736,"(40.551524483777705, -74.14697826932736)"
